postcode,feature_id,feature_type,feature_subtype,name_label
3465,702465,cultural centre,library,Maryborough Library
3465,970279,residential building,retirement village,Miller Homes
3465,970067,residential building,retirement village,Coast And Country Villages
3465,180149,community venue,hall,Adelaide Lead Public Hall
3465,980,recreational resource,picnic site,
3465,970258,residential building,retirement village,Marybourough Unknown
3465,611943,admin facility,office,Vicroads Office
3465,985666,storage facility,depot,Maryborough Depot
3465,136366,admin facility,municipal office,Central Goldfields Shire Council
3465,651066,sport facility,aquatic centre,Maryborough Olympic Pool
3465,634166,education centre,tertiary institution,Bendigo Regional Institute Of Tafe - Maryborough Campus
3465,7873,industrial facility,factory,
3465,969609,admin facility,office,Maryborough (Dse)
3465,996044,recreational resource,club house,Maryborough And District Pistol Club
3465,646710,emergency facility,ses unit,Maryborough SES LHQ
3465,636943,emergency facility,fire lookout,Bristol Hill
3465,180289,community venue,hall,Maryborough Town Hall
3465,1008936,landmark,monument,Bowenvale War Memorial
3465,1004712,recreational resource,playground,
3465,261,landmark,lookout,Bristol Hill Lookout
3465,1004713,landmark,monument,Maryborough War Memorial
3465,1004715,landmark,monument,Simson Memorial Cairn
3465,968028,sport facility,aquatic centre,Maryborough Swim And Fitness Centre
3465,140394,admin facility,custodial service,Maryborough CCS
3465,1004930,cultural centre,art gallery,Museum Of Truth And Lies
3465,838227,excavation site,mine,Gibraltar Mine
3465,178969,community venue,hall,Bowenvale Public Hall
3465,1008931,landmark,monument,Majorca War Memorial
3465,984276,care facility,child care,A G Leech Kindergarten
3465,984416,care facility,child care,Californian Gully Kindergarten
3465,989521,care facility,aged care,Princes Park Lodge
3465,650812,emergency facility,neighbourhood safer place,Maryborough (Jack Pascoe Reserve Oval) NSP
3465,991687,care facility,aged care,Havilah On Palmerston
3465,649762,education centre,primary school,St Augustines School
3465,628059,education centre,primary/secondary school,Maryborough Education Centre - Balaclava Road Campus
3465,628068,education centre,special school,Maryborough Education Centre - Beckworth Campus
3465,655777,emergency facility,fire station,Moolort & Joyces Creek Fire Station CFA
3465,650813,emergency facility,neighbourhood safer place,Maryborough (Princes Park Oval) NSP
3465,984541,care facility,child care,Goldfields Childrens Centre
3465,994459,care facility,child care,Central Goldfields Outside School Hours Care
3465,984580,care facility,child care,Inkerman Street Childrens Centre
3465,140393,emergency facility,ambulance station,Maryborough Ambulance Station
3465,993594,care facility,child care,Central Goldfields Shire Family Day Care
3465,140405,care facility,aged care,Maryborough Nursing Home
3465,655198,emergency facility,fire station,Bowenvale Fire Station CFA
3465,991401,care facility,aged care,Havilah Hostel
3465,655724,emergency facility,fire station,Maryborough Fire Station CFA
3465,140392,emergency facility,police station,Maryborough Police Station
3465,996400,emergency facility,emergency coordination centre,Maryborough Local Command Facility
3465,634144,education centre,tertiary institution,Bendigo Regional Institute Of Tafe
3465,180288,admin facility,post office,Maryborough Post Office
3465,984868,care facility,child care,T L Stone Memorial Kindergarten
3465,140398,hospital,general hospital,Maryborough District Health Service (Maryborough)
3465,628305,education centre,primary/secondary school,Maryborough Education Centre
3465,631554,education centre,secondary school,Highview Christian Community College
3465,144435,education centre,primary school,Timor Primary School
3465,141309,education centre,primary school,Natte Yallock Primary School
3465,833007,place of worship,church,
3465,649630,place of worship,church,Old Church
3465,843014,communication service,exchange,Rathscar Telephone Exchange
3465,180234,community venue,hall,Natte Yallock Public Hall
3465,650323,community venue,hall,Wareek Public Hall
3465,1008923,landmark,monument,Natte Yallock Memorial
3465,656176,emergency facility,fire station,Wareek & Bung Bong Fire Station CFA
3465,842128,emergency facility,neighbourhood safer place,Natte Yallock (Recreation Reserve Oval Area In Front Of Club House) NSP
3465,655844,emergency facility,fire station,Natte Yallock Fire Station CFA
3156,839608,emergency facility,neighbourhood safer place,Lysterfield South (Municipal Reserve) NSP
3156,839686,place of worship,mosque,Lysterfield Mosque
3156,987595,recreational resource,playground,
3156,989941,recreational resource,playground,
3156,989919,recreational resource,playground,
3156,989783,recreational resource,playground,
3156,840628,care facility,child care,F W Kerr Kindergarten
3156,1014507,sign,emergency marker,FCT311
3156,654404,sign,emergency marker,LYS506
3156,654405,sign,emergency marker,LYS507
3156,1014434,sign,emergency marker,FCT301
3156,994416,care facility,child care,Fernwood Ferntree Gully - Supervised Play
3156,139054,care facility,aged care,Isomer Retirement Home
3156,841911,care facility,child care,Windermere Reserve Preschool
3156,650881,landmark,tower,
3156,654161,sign,emergency marker,CNP501
3156,839607,emergency facility,neighbourhood safer place,Lysterfield South (Council Road Reserve (Melbourne Water Retarding Basin)) NSP
3156,970137,residential building,retirement village,Glengollan Village Forest Road
3156,991709,care facility,aged care,Amaroo Gardens - Aged Care Facility
3156,1008928,care facility,aged care,Estia Health Knoxfield
3156,994119,care facility,child care,Camp Australia - Upper Ferntree Gully Primary School Oshc
3156,41320,excavation site,adit,
3156,41319,excavation site,adit,
3156,48533,excavation site,adit,
3156,45557,excavation site,adit,
3156,137680,education centre,secondary school,Fairhills High School
3156,137681,education centre,primary school,Fairhills Primary School
3156,137742,education centre,primary school,Ferntree Gully North Primary School
3156,140184,education centre,primary school,Lysterfield Primary School
3156,653790,landmark,tower,
3156,139384,education centre,primary school,Kent Park Primary School
3156,612113,education centre,special school,Eastern Ranges School
3156,694119,communication service,broadcast television facility,TV ABV56
3156,693774,communication service,broadcast television facility,DTV SBS50
3156,989896,recreational resource,playground,
3156,989775,place of worship,church,Uniting Church Ferntree Gully
3156,989877,recreational resource,playground,
3156,1014508,sign,emergency marker,FCT305
3156,1014354,sign,emergency marker,FCT310
3156,1014355,sign,emergency marker,FCT308
3156,1014590,sign,emergency marker,FCT307
3156,137468,care facility,aged care,Edward Street Nursing Home
3156,1023581,care facility,child care,Knox Gymnastics Centre
3156,840425,care facility,child care,Coonara Community House
3156,989636,care facility,aged care,Ferntree Manor
3156,1023669,care facility,child care,Upper Ferntree Gully Primary School
3156,840871,care facility,child care,Johnson And Friends Child Care Centre
3156,840056,care facility,child care,Alice Johnson 3 Year Old Group
3156,654163,sign,emergency marker,CNP503
3156,989801,recreational resource,playground,
3156,1014520,sign,emergency marker,BCT201
3156,141036,education centre,primary school,Mountain Gate Primary School
3156,985496,emergency facility,emergency coordination centre,Ferntree Gully Incident Control Centre
3156,612242,education centre,primary school,Wattle View Primary School
3156,989780,place of worship,church,Salvation Army Ferntree Gully
3156,989791,recreational resource,playground,
3156,989794,recreational resource,playground,
3156,994605,care facility,child care,Camp Australia - Ferntree Gully North Primary School Oshc
3156,1014516,sign,emergency marker,BCT205
3156,840839,care facility,child care,Illoura Early Childhood Intervention Service
3156,994595,care facility,child care,Camp Australia - Wattleview Primary School Oshc
3156,694287,communication service,broadcast television facility,TV HSV59
3156,693741,communication service,broadcast television facility,DTV GTV44
3156,693750,communication service,broadcast television facility,DTV HSV41
3156,989967,storage facility,tank,
3156,989921,recreational resource,playground,
3156,982506,community venue,neighbourhood house,Mountain District Learning Centre
3156,989774,community venue,hall,
3156,989940,recreational resource,playground,
3156,989942,recreational resource,playground,
3156,654407,sign,emergency marker,LYS701
3156,649791,education centre,primary school,St John The Baptist School
3156,656143,emergency facility,fire station,Upper Ferntree Gully Fire Station CFA
3156,991535,care facility,aged care,Sherbrooke Private Nursing Home
3156,841858,care facility,child care,Wattleview Kindergarten
3156,969936,residential building,retirement village,Amaroo Gardens
3156,765733,dumping ground,transfer station,Lysterfield Transfer Station & Recycling Centre
3156,842548,communication service,exchange,Ferntree Gully Telephone Exchange
3156,970194,residential building,retirement village,Isomer Retirement Home Wellington Road
3156,694204,communication service,broadcast television facility,TV ATV65
3156,694271,communication service,broadcast television facility,TV GTV62
3156,970138,residential building,retirement village,Glengollan Village Lording Street
3156,693666,communication service,broadcast television facility,DTV ABV47
3156,694377,communication service,broadcast television facility,TV SBS68
3156,693708,communication service,broadcast television facility,DTV ATV54
3156,989969,landmark,tower,
3156,989889,recreational resource,playground,
3156,989795,recreational resource,playground,
3156,989796,recreational resource,playground,
3156,649256,admin facility,tourist information centre,Dandenong Ranges & Knox Visitor Information Centre
3156,702415,cultural centre,library,Ferntree Gully Library
3156,982526,place of worship,church,St Thomas Anglican Church
3156,989908,recreational resource,playground,
3156,989767,cultural centre,art gallery,Knox And District Woodworkers
3156,989771,health facility,community health centre,Chandler House
3156,69544,commercial facility,shop,Aldi
3156,179542,admin facility,post office,
3156,179625,admin facility,post office,
3156,989843,recreational resource,playground,
3156,989890,recreational resource,playground,
3156,989845,recreational resource,playground,
3156,1014514,sign,emergency marker,BCT206
3156,1014898,sign,emergency marker,FCT314
3156,1014369,sign,emergency marker,BCT203
3156,1014740,sign,emergency marker,FCT302
3156,654396,sign,emergency marker,LYS301
3156,1018903,landmark,monument,Knox War Memorial
3156,841812,care facility,child care,Upper Ferntree Gully Kindergarten
3156,989557,care facility,aged care,Westley Garden
3156,989800,recreational resource,playground,
3156,989868,recreational resource,playground,
3156,989846,recreational resource,playground,
3156,989922,recreational resource,playground,
3156,989943,recreational resource,playground,
3156,989934,recreational resource,playground,
3156,989918,recreational resource,playground,
3156,989819,recreational resource,playground,
3156,989920,recreational resource,playground,
3156,989897,recreational resource,playground,
3156,989864,recreational resource,playground,
3156,989865,recreational resource,playground,
3156,989844,recreational resource,playground,
3156,989910,recreational resource,playground,
3156,1014506,sign,emergency marker,FCT309
3156,134834,hospital,general hospital (emergency),Angliss Hospital
3156,1014357,sign,emergency marker,FCT312
3156,654395,sign,emergency marker,LYS201
3156,654402,sign,emergency marker,LYS504
3156,840073,care facility,child care,Amaroo Child Care Centre
3156,989818,recreational resource,playground,
3156,994154,care facility,child care,Sherpa Kids Fairhills
3156,1014359,sign,emergency marker,FCT300
3156,841712,care facility,child care,Talaskia Community Child Care
3156,994354,care facility,child care,Camp Australia - Kent Park Primary School Oshc
3156,611877,education centre,primary school,Upper Ferntree Gully Primary School
3156,994599,care facility,child care,Camp Australia - Lysterfield Primary School Oshc
3156,841878,care facility,child care,West Gully Private Preschool
3156,137740,emergency facility,ambulance station,Ferntree Gully Ambulance Station
3156,989858,recreational resource,playground,
3156,840643,care facility,child care,Ferntree Gully Childrens Centre
3156,989909,recreational resource,playground,
3156,989556,care facility,aged care,Ferntree Gardens
3156,840977,care facility,child care,Knox Regional Netball Complex
3156,655421,emergency facility,fire station,Ferntree Gully Fire Station CFA
3156,989781,place of worship,church,St John The Baptist Catholic Church
3156,649799,education centre,secondary school,St Josephs College
3156,840183,care facility,child care,Bena Angliss Kindergarten
3156,991602,care facility,aged care,Glengollan Village For Aged People
3156,840050,care facility,child care,Alexander Magit Kindergarten
3156,840057,care facility,child care,Alice Johnson Kindergarten
3156,841877,care facility,child care,West Gully Preschool
3156,1014821,sign,emergency marker,BCT200
3156,654406,sign,emergency marker,LYS601
3156,995022,sign,emergency marker,LYS509
3156,1014897,sign,emergency marker,FCT313
3156,654162,sign,emergency marker,CNP502
3156,654164,sign,emergency marker,CNP504
3156,1014741,sign,emergency marker,FCT304
3156,1014742,sign,emergency marker,FCT303
3156,1014672,sign,emergency marker,FCT306
3156,654397,sign,emergency marker,LYS401
3156,654399,sign,emergency marker,LYS501
3156,654400,sign,emergency marker,LYS502
3156,654401,sign,emergency marker,LYS503
3156,654403,sign,emergency marker,LYS505
3156,839920,care facility,child care,Goodstart Early Learning Ferntree Gully
3156,989866,recreational resource,playground,
3156,989876,recreational resource,playground,
3156,992455,recreational resource,playground,
3156,989859,recreational resource,playground,
3156,654159,sign,emergency marker,CNP200
3156,654160,sign,emergency marker,CNP500
3156,650878,control point,trig station,
3156,654394,sign,emergency marker,LYS101
3156,993416,care facility,child care,Camp Australia - St John The Baptist Primary School Oshc
3156,1018694,landmark,monument,Lysterfield War Memorial
3156,989923,recreational resource,playground,
3156,989768,place of worship,church,Fruitful Vine Melbourne Church
3156,1009890,care facility,child care,Ferntree Gully 3 Year Old Preschool
3156,993633,care facility,child care,Camp Australia - Mountain Gate Primary School Oshc
3156,612520,care facility,aged care,Catholic Homes - Willowbrooke Aged Care Facility
3156,841098,care facility,child care,Magic Garden Child Care Centre
3804,633030,community venue,hall,Narre Warren North Public Hall
3804,179881,place of worship,church,
3804,983149,sign,emergency marker,LYS803
3804,993155,care facility,child care,St Mary Mackillop Oshc
3804,841259,care facility,child care,Narre Warren North Kindergarten
3804,969602,admin facility,office,Lysterfield (Pv)
3804,1018714,landmark,monument,Soldier Settler Monument
3804,994075,care facility,child care,Camp Australia - Narre Warren North Primary School Oshc
3804,667235,care facility,aged care,St Judes Aged Care Facility
3804,654408,sign,emergency marker,LYS800
3804,628131,education centre,primary school,Dandenong Ranges Steiner School - Crystal Brook Campus
3804,991312,care facility,aged care,Bupa Berwick
3804,983148,sign,emergency marker,LYS802
3804,983152,sign,emergency marker,LYS806
3804,983153,sign,emergency marker,LYS807
3804,841869,care facility,child care,Little Joeys Early Learning
3804,655840,emergency facility,fire station,Narre Warren East Fire Station CFA
3804,177528,admin facility,post office,
3804,992554,storage facility,tank,
3804,842919,communication service,exchange,Narre Warren North Telephone Exchange
3804,992186,recreational resource,playground,
3804,968260,sign,emergency marker,LYS508
3804,983150,sign,emergency marker,LYS804
3804,983151,sign,emergency marker,LYS805
3804,654398,sign,emergency marker,LYS500
3804,839609,emergency facility,neighbourhood safer place,Narre Warren North (Municipal Reserve) NSP
3804,649527,education centre,primary school,Mary Mackillop School
3804,655841,emergency facility,fire station,Narre Warren North Fire Station CFA
3804,842050,commercial facility,shop,
3804,992246,recreational resource,playground,
3804,763495,education centre,primary school,Dandenong Ranges Steiner School
3804,1018706,recreational resource,playground,
3804,1018707,landmark,monument,Narre Warren North War Memorial
3804,633028,community venue,hall,Narre Warren East
3804,141293,education centre,primary school,Narre Warren North Primary School
3431,842131,emergency facility,neighbourhood safer place,Riddells Creek (Leisure Centre Stadium) NSP
3431,702523,cultural centre,library,Romsey Library
3431,910779,place of worship,church,St Johns Anglican Church
3431,968603,health facility,maternal/child health centre,Riddells Creek Maternal And Child Health Centre
3431,993020,care facility,child care,Goodstart Early Learning Riddells Creek
3431,994088,care facility,child care,Riddells Creek Primary Outside School Hours Care
3431,142331,education centre,primary school,Riddells Creek Primary School
3431,968585,recreational resource,playground,
3431,843026,communication service,exchange,Riddells Creek Telephone Exchange
3431,179459,admin facility,post office,
3431,984797,care facility,child care,Riddells Creek Kindergarten
3431,655957,emergency facility,fire station,Riddells Creek Fire Station CFA
3431,142330,emergency facility,police station,Riddells Creek Police Station
3431,984665,care facility,child care,Macedon Ranges Montessori Preschool
3444,693316,building,ruin,
3444,693319,building,ruin,
3444,693321,building,ruin,
3444,970,landmark,monument,Duigan Flight Memorial
3444,649543,community venue,hall,Mia Mia Public Hall
3444,178136,place of worship,church,
3444,842833,communication service,exchange,Mia Mia Telephone Exchange
3444,842266,communication service,exchange,Baynton Telephone Exchange
3444,649111,community venue,hall,Baynton Public Hall
3444,1522,control point,survey monument,
3444,655901,emergency facility,fire station,Pastoria Fire Station CFA
3444,655746,emergency facility,fire station,Mia Mia Fire Station CFA
3444,910741,place of worship,church,Kyneton Uniting Church
3444,968600,health facility,maternal/child health centre,Kyneton Maternal And Child Health Centre
3444,649455,cultural centre,library,Kyneton Library
3444,1010678,recreational resource,playground,
3444,139722,hospital,general hospital,Kyneton District Health Service
3444,994702,care facility,child care,Kyneton Community And Learning Centre Occasional Care
3444,991686,care facility,aged care,R. M. Begg Kyneton Aged Care
3444,984630,care facility,child care,Lady Brooks Kindergarten
3444,1018155,recreational resource,club house,Kyneton Rsl
3444,142823,education centre,secondary school,Sacred Heart College
3444,981941,care facility,aged care,Bupa Kyneton
3444,180134,place of worship,church,Tylden Uniting Church
3444,144649,education centre,primary school,Tylden Primary School
3444,843185,communication service,exchange,Tylden Telephone Exchange
3444,180102,community venue,hall,
3444,1014003,landmark,monument,Tylden War Memorial
3444,178992,community venue,hall,
3444,139720,admin facility,custodial service,Kyneton CCS
3444,139717,emergency facility,police station,Kyneton Police Station
3444,989543,care facility,aged care,Kyneton Lodge
3444,994707,care facility,child care,Tylden Primary School Oshc
3444,984295,care facility,child care,Goodstart Early Learning Kyneton
3444,656135,emergency facility,fire station,Tylden Fire Station CFA
3444,1543,control point,survey monument,
3444,4612,building,ruin,
3444,4613,building,ruin,
3444,4614,building,ruin,
3444,4615,building,ruin,
3444,4621,building,ruin,
3444,4626,building,ruin,
3444,401894,admin facility,office,Kyneton Bushland Resort
3444,693330,building,ruin,
3444,693311,building,ruin,
3444,693314,building,ruin,
3444,693315,building,ruin,
3444,693325,building,ruin,
3444,693327,building,ruin,
3444,139724,education centre,primary school,Kyneton Primary School
3444,765720,dumping ground,transfer station,Kyneton Transfer Station
3444,139723,admin facility,law court,Kyneton Magistrates Court
3444,180210,place of worship,church,
3444,842749,communication service,exchange,Langley Telephone Exchange
3444,910740,place of worship,church,Kyneton Baptist Church
3444,139820,education centre,primary school,Langley Primary School
3444,139725,education centre,secondary school,Kyneton Secondary College
3444,1256,control point,survey monument,James Hill
3444,649101,community venue,hall,Barfold Public Hall
3444,843020,communication service,exchange,Redesdale Telephone Exchange
3444,649456,community venue,hall,Kyneton Shire Hall
3444,910790,place of worship,church,St Pauls Anglican Church
3444,969592,admin facility,office,Kyneton
3444,180027,admin facility,post office,
3444,178972,community venue,hall,Redesdale Public Hall
3444,968608,sport facility,aquatic centre,Kyneton Sports And Aquatic Centre
3444,968044,recreational resource,playground,
3444,1004916,landmark,monument,Kyneton War Memorial
3444,179382,admin facility,post office,
3444,910758,place of worship,church,Our Lady Of The Rosary Catholic Church
3444,760146,admin facility,municipal office,Macedon Ranges Shire Council
3444,968563,recreational resource,playground,
3444,1023453,care facility,child care,Victorian Ymca Community Programming Pty Ltd At Redesdale School Holiday Program
3444,998511,care facility,child care,Bug-A-Lugs Indoor Play Centre
3444,142268,education centre,primary school,Redesdale Mia Mia Primary School
3444,986753,emergency facility,neighbourhood safer place,Redesdale (Recreation Reserve (Agnes Mudford Reserve) Oval) NSP
3444,655951,emergency facility,fire station,Redesdale Fire Station CFA
3444,996468,emergency facility,emergency coordination centre,Redesdale Local Command Facility
3444,985423,education centre,secondary school,Kyneton Secondary College - Macedon Ranges Satellite Vcal
3444,842730,communication service,exchange,Kyneton Telephone Exchange
3444,968567,recreational resource,playground,
3444,649457,admin facility,tourist information centre,Kyneton Visitor Information Centre
3444,968564,recreational resource,playground,
3444,139718,emergency facility,ambulance station,Kyneton Ambulance Station
3444,649644,education centre,primary school,Our Lady Of The Rosary
3444,655656,emergency facility,fire station,Langley-Barfold Fire Station CFA
3444,968566,recreational resource,playground,
3444,968565,recreational resource,playground,
3444,1010676,recreational resource,playground,
3444,1010670,recreational resource,playground,
3444,985424,education centre,secondary school,Kyneton Secondary College
3444,655636,emergency facility,fire station,Kyneton Fire Station CFA
3444,996483,emergency facility,emergency coordination centre,Kyneton Local Command Facility
3444,656023,emergency facility,fire station,Spring Hill Fire Station CFA
3996,842232,communication service,exchange,Baddaginnie Telephone Exchange
3996,1530,control point,survey monument,
3996,1531,control point,survey monument,
3996,1353,control point,survey monument,
3996,634012,emergency facility,lifesaving club,Inverloch SLSC
3996,139014,education centre,primary school,Inverloch Primary School
3996,765705,dumping ground,transfer station,Inverloch Waste Transfer And Recycling Centre
3996,179930,place of worship,church,Inverloch Uniting Church
3996,178765,place of worship,church,Inverloch Anglican Church
3996,967817,dumping ground,transfer station,Inverloch Transfer Station
3996,967821,cultural centre,museum,Bunerong Environment Centre
3996,967824,community venue,senior citizens,Warrawee Senior Citizens Club
3996,968786,landmark,lookout,
3996,842996,communication service,exchange,Pound Creek Telephone Exchange
3996,842660,communication service,exchange,Inverloch Telephone Exchange
3996,179634,admin facility,post office,
3996,702441,cultural centre,library,Inverloch Library
3996,970006,residential building,retirement village,Broadbeach Inverloch
3996,178766,place of worship,church,Inverloch Catholic Church
3996,649409,community venue,hall,Inverloch Public Hall
3996,649410,admin facility,tourist information centre,Inverloch Visitor Information Centre
3996,999785,commercial facility,accommodation,Racv Inverloch Resort
3996,1008586,recreational resource,playground,
3996,139011,emergency facility,police station,Inverloch Police Station
3996,1019692,landmark,monument,Inverloch War Memorial
3996,646693,emergency facility,ses unit,Inverloch SES LHQ
3996,655564,emergency facility,fire station,Inverloch Fire Station CFA
3996,650806,emergency facility,neighbourhood safer place,Inverloch (Community Hub Grounds) NSP
3996,991655,care facility,aged care,Opal Seahaven
3996,970429,residential building,retirement village,Sunny Sands Retirement Village
3996,655934,emergency facility,fire station,Pound Creek Fire Station CFA
3996,996378,emergency facility,emergency coordination centre,Inverloch Local Command Facility
3996,984583,care facility,child care,Inverloch Kindergarten
3305,1476,control point,survey monument,
3305,1470,control point,survey monument,
3305,1723,control point,survey monument,
3305,1720,control point,survey monument,
3305,1562,control point,survey monument,
3305,1477,control point,survey monument,
3305,634030,emergency facility,lifesaving club,Portland SLSC
3305,18672,landmark,tower,Mount Kincaid
3305,555176,commercial facility,shop,
3305,3229,landmark,lookout,
3305,3236,landmark,lookout,
3305,3519,landmark,lookout,
3305,4359,landmark,lookout,
3305,693072,landmark,lookout,Grasstree Hill Lookout
3305,693074,landmark,lookout,
3305,685965,commercial facility,shop,
3305,701764,excavation site,quarry,
3305,701765,excavation site,quarry,
3305,704263,community space,camp ground,The Springs Camp
3305,911652,community space,camp ground,Tarragal Camp
3305,911653,community space,camp ground,Trewalla Camp
3305,911641,community space,camp ground,Mallee Camp
3305,1056,community space,camp ground,Cubbys Camp
3305,178708,place of worship,church,
3305,685915,admin facility,post office,Portland Post Office
3305,910781,place of worship,church,St Johns Lutheran Church
3305,142072,education centre,secondary school,Portland Secondary College
3305,910760,place of worship,church,Portland Church Of Christ
3305,649974,place of worship,church,Bolwarra Uniting Church
3305,178695,place of worship,church,Portland Presbyterian Church
3305,842995,communication service,exchange,Portland Telephone Exchange
3305,685964,place of worship,church,All Saints Catholic Church
3305,982152,care facility,disability support centre,Kyeema Support Services
3305,970330,residential building,retirement village,Portland Aged Care Facility
3305,910759,place of worship,church,Portland Baptist Church
3305,693256,communication service,exchange,Gorae West Telephone Exchange
3305,179166,community venue,hall,Heathmere Public Hall
3305,179172,community venue,hall,Gorae West Public Hall
3305,3282,landmark,lookout,Frank Lodge Lookout
3305,142066,health facility,community health centre,Portland And District Community Health Centre
3305,142069,admin facility,law court,Portland Magistrates Court
3305,842631,communication service,exchange,Heathmere Telephone Exchange
3305,178698,place of worship,church,Portland Uniting Church
3305,649673,admin facility,tourist information centre,Portland Visitor Information Centre
3305,701806,storage facility,silo,
3305,701807,storage facility,silo,
3305,555311,community venue,hall,Balwarra Public Hall
3305,566839,community venue,community centre,Portland Arts Centre
3305,649377,community venue,hall,Heathmere Scout Hall
3305,982153,care facility,child care,Mitchell Park Childrens Centre
3305,179913,place of worship,church,St Stephens Anglican Church
3305,702512,cultural centre,library,Portland Library
3305,63208,storage facility,tank,
3305,62678,storage facility,tank,
3305,62679,storage facility,tank,
3305,62680,storage facility,tank,
3305,62681,storage facility,tank,
3305,62683,storage facility,tank,
3305,62684,storage facility,tank,
3305,701805,storage facility,silo,
3305,760131,admin facility,municipal office,Glenelg Shire Council
3305,985639,storage facility,depot,Portland Depot
3305,491293,community venue,hall,Portland Civic Hall
3305,5453,industrial facility,factory,Portland Aluminium Smelter
3305,985674,storage facility,depot,Portland Depot (Pv)
3305,63102,storage facility,tank,
3305,63103,storage facility,tank,
3305,63104,storage facility,tank,
3305,63010,storage facility,tank,
3305,63315,storage facility,tank,
3305,63330,storage facility,tank,
3305,634176,education centre,tertiary institution,South West Institute Of Tafe - Portland Campus
3305,63272,storage facility,tank,
3305,63273,storage facility,tank,
3305,17683,industrial facility,factory,
3305,649200,community venue,hall,Cape Bridgewater Hall
3305,970228,residential building,retirement village,Lewis Court Home For The Aged Portland
3305,982134,recreational resource,playground,
3305,651011,sport facility,aquatic centre,Portland Leisure And Aquatic Centre
3305,982131,recreational resource,playground,
3305,646735,emergency facility,ses unit,Portland SES LHQ
3305,982139,recreational resource,playground,
3305,988155,recreational resource,picnic site,
3305,988156,recreational resource,picnic site,
3305,1007987,power facility,wind turbine,
3305,1007989,power facility,wind turbine,
3305,1007991,power facility,wind turbine,
3305,1007992,power facility,wind turbine,
3305,1007993,power facility,wind turbine,
3305,1008124,power facility,wind turbine,
3305,1008126,power facility,wind turbine,
3305,1008127,power facility,wind turbine,
3305,1008128,power facility,wind turbine,
3305,1008129,power facility,wind turbine,
3305,1008130,power facility,wind turbine,
3305,1008131,power facility,wind turbine,
3305,1008132,power facility,wind turbine,
3305,1008133,power facility,wind turbine,
3305,1008134,power facility,wind turbine,
3305,1008075,power facility,wind turbine,
3305,135235,admin facility,custodial service,Barwon South West Rajac
3305,1008418,power facility,wind turbine,
3305,1008419,power facility,wind turbine,
3305,1008420,power facility,wind turbine,
3305,1008421,power facility,wind turbine,
3305,1008425,power facility,wind turbine,
3305,1008426,power facility,wind turbine,
3305,1008057,power facility,wind turbine,
3305,1008058,power facility,wind turbine,
3305,1008059,power facility,wind turbine,
3305,1008063,power facility,wind turbine,
3305,1008064,power facility,wind turbine,
3305,997591,care facility,aged care,Seaview House Residential Care
3305,982132,recreational resource,playground,
3305,142065,emergency facility,ambulance station,Portland Ambulance Station
3305,1008193,power facility,wind turbine,
3305,18425,power facility,wind farm,Cape Bridgewater Wind Farm
3305,625844,power facility,wind farm,Cape Nelson Wind Farm
3305,694447,power facility,wind farm,Discovery Bay Wind Farm
3305,1007980,power facility,wind turbine,
3305,1007981,power facility,wind turbine,
3305,1007982,power facility,wind turbine,
3305,1007983,power facility,wind turbine,
3305,1007984,power facility,wind turbine,
3305,1007985,power facility,wind turbine,
3305,1007986,power facility,wind turbine,
3305,1008239,power facility,wind turbine,
3305,1008240,power facility,wind turbine,
3305,1008135,power facility,wind turbine,
3305,982137,landmark,monument,Portland Settlement Monument
3305,982138,recreational resource,playground,
3305,988166,recreational resource,picnic site,
3305,3234,landmark,lookout,
3305,1008357,power facility,wind turbine,
3305,1008358,power facility,wind turbine,
3305,1008359,power facility,wind turbine,
3305,1001837,cultural centre,museum,Portland Cable Trams
3305,1008235,power facility,wind turbine,
3305,1008236,power facility,wind turbine,
3305,1008237,power facility,wind turbine,
3305,1008238,power facility,wind turbine,
3305,142068,hospital,general hospital,Portland District Health
3305,1008298,power facility,wind turbine,
3305,1008185,power facility,wind turbine,
3305,1008186,power facility,wind turbine,
3305,1008190,power facility,wind turbine,
3305,1008191,power facility,wind turbine,
3305,1008192,power facility,wind turbine,
3305,1014380,sign,emergency marker,POP108
3305,1014837,sign,emergency marker,POP100
3305,1014612,sign,emergency marker,POP101
3305,1014613,sign,emergency marker,POP109
3305,1014614,sign,emergency marker,POP103
3305,994303,care facility,child care,The Karreeta Peeneeyt Mara Portland Child And Family Complex
3305,1014759,sign,emergency marker,POP106
3305,1010138,recreational resource,club house,Portland Rsl
3305,1010139,landmark,monument,Portland War Memorial
3305,1014452,sign,emergency marker,POP107
3305,1014453,sign,emergency marker,POP102
3305,693836,communication service,broadcast radio facility,FM 105.3
3305,1010109,cultural centre,museum,Portland Maritime Discovery Centre
3305,1010121,cultural centre,museum,World War Two Memorial Lookout
3305,1014921,sign,emergency marker,POP105
3305,1014922,sign,emergency marker,POP104
3305,135980,education centre,primary school,Bundarra Primary School
3305,1014682,sign,emergency marker,BWL001
3305,1023400,care facility,child care,Portland Ymca Outside School Hours Vacation Care
3305,1023567,care facility,child care,Portland Pre-School Centre
3305,1023568,care facility,child care,Portland Ymca Occasional Care And Creche
3305,134723,education centre,primary school,All Saints Parish School
3305,994265,care facility,child care,Portland Ymca Before/After/Vacation Care Childrens Service
3305,693252,communication service,exchange,Cape Bridgewater Telephone Exchange
3305,135657,education centre,primary school,Bolwarra Primary School
3305,1019676,recreational resource,playground,
3305,653765,landmark,tower,
